0,0,7,2,2
0,1,7,2,7
0,2,7,2,12
0,3,7,2,17
0,4,7,2,22
0,5,7,2,27
0,6,7,2,32
0,7,7,2,37
0,8,7,2,42
0,9,7,2,47
0,10,7,2,52
0,11,7,2,57
0,12,7,2,62
0,13,7,2,67
0,14,7,2,72
0,15,7,2,77
0,16,7,2,82
0,17,7,2,87
0,18,7,2,92
0,19,7,2,97
0,20,7,2,102
0,21,7,2,107
0,22,7,2,112
0,23,7,2,117
0,24,7,2,122
0,25,7,2,127
0,26,7,2,132
0,27,7,2,137
0,28,7,2,142
0,29,7,2,147
0,30,-1,2,147
0,31,-1,2,147
0,32,-1,2,147
0,33,-1,2,147
0,34,-1,2,147
0,35,-1,2,147
0,36,-1,2,147
0,37,-1,2,147
0,38,-1,2,147
0,39,-1,2,147
0,40,-1,2,147
0,41,-1,2,147
0,42,3,2,212
0,43,3,2,217
0,44,3,2,222
0,45,3,4,225
0,46,-1,4,225
0,47,-1,4,225
0,48,-1,4,225
0,49,-1,4,225
0,50,-1,4,225
0,51,-1,4,225
0,52,-1,4,225
0,53,-1,4,225
0,54,-1,4,225
0,55,-1,4,225
0,56,-1,4,225
0,57,-1,4,225
0,58,-1,4,225
0,59,-1,4,225
1,0,-1,4,225
1,1,-1,4,225
1,2,-1,4,225
1,3,-1,4,225
1,4,-1,4,225
1,5,-1,4,225
1,6,-1,4,225
1,7,-1,4,225
1,8,-1,4,225
1,9,-1,4,225
1,10,-1,4,225
1,11,-1,4,225
1,12,-1,4,225
1,13,-1,4,225
1,14,-1,4,225
1,15,-1,4,225
1,16,-1,4,225
1,17,-1,4,225
1,18,-1,4,225
1,19,-1,4,225
1,20,-1,4,225
1,21,-1,4,225
1,22,-1,4,225
1,23,-1,4,225
1,24,-1,4,225
1,25,-1,4,225
1,26,-1,4,225
1,27,7,7,137
1,28,7,7,142
1,29,7,7,147
1,30,-1,7,147
1,31,-1,7,147
1,32,-1,7,147
1,33,-1,7,147
1,34,-1,7,147
1,35,-1,7,147
1,36,-1,7,147
1,37,-1,7,147
1,38,-1,7,147
1,39,-1,7,147
1,40,-1,7,147
1,41,-1,7,147
1,42,3,7,212
1,43,3,7,217
1,44,3,7,222
1,45,3,9,225
1,46,-1,9,225
1,47,-1,9,225
1,48,-1,9,225
1,49,-1,9,225
1,50,-1,9,225
1,51,-1,9,225
1,52,-1,9,225
1,53,-1,9,225
1,54,-1,9,225
1,55,-1,9,225
1,56,-1,9,225
1,57,-1,9,225
1,58,-1,9,225
1,59,-1,9,225
2,0,-1,9,225
2,1,-1,9,225
2,2,-1,9,225
2,3,-1,9,225
2,4,-1,9,225
2,5,-1,9,225
2,6,-1,9,225
2,7,-1,9,225
2,8,-1,9,225
2,9,-1,9,225
2,10,-1,9,225
2,11,-1,9,225
2,12,-1,9,225
2,13,-1,9,225
2,14,-1,9,225
2,15,-1,9,225
2,16,-1,9,225
2,17,-1,9,225
2,18,-1,9,225
2,19,-1,9,225
2,20,-1,9,225
2,21,-1,9,225
2,22,-1,9,225
2,23,-1,9,225
2,24,-1,9,225
2,25,-1,9,225
2,26,-1,9,225
2,27,7,12,137
2,28,7,12,142
2,29,7,12,147
2,30,-1,12,147
2,31,-1,12,147
2,32,-1,12,147
2,33,-1,12,147
2,34,-1,12,147
2,35,-1,12,147
2,36,-1,12,147
2,37,-1,12,147
2,38,-1,12,147
2,39,-1,12,147
2,40,-1,12,147
2,41,-1,12,147
2,42,3,12,212
2,43,3,12,217
2,44,3,12,222
2,45,3,14,225
2,46,-1,14,225
2,47,-1,14,225
2,48,-1,14,225
2,49,-1,14,225
2,50,-1,14,225
2,51,-1,14,225
2,52,-1,14,225
2,53,-1,14,225
2,54,-1,14,225
2,55,-1,14,225
2,56,-1,14,225
2,57,-1,14,225
2,58,-1,14,225
2,59,-1,14,225
3,0,-1,14,225
3,1,-1,14,225
3,2,-1,14,225
3,3,-1,14,225
3,4,-1,14,225
3,5,-1,14,225
3,6,-1,14,225
3,7,-1,14,225
3,8,-1,14,225
3,9,-1,14,225
3,10,-1,14,225
3,11,-1,14,225
3,12,-1,14,225
3,13,-1,14,225
3,14,-1,14,225
3,15,-1,14,225
3,16,-1,14,225
3,17,-1,14,225
3,18,-1,14,225
3,19,-1,14,225
3,20,-1,14,225
3,21,-1,14,225
3,22,-1,14,225
3,23,-1,14,225
3,24,-1,14,225
3,25,-1,14,225
3,26,-1,14,225
3,27,7,17,137
3,28,7,17,142
3,29,7,17,147
3,30,-1,17,147
3,31,-1,17,147
3,32,-1,17,147
3,33,-1,17,147
3,34,-1,17,147
3,35,-1,17,147
3,36,-1,17,147
3,37,-1,17,147
3,38,-1,17,147
3,39,-1,17,147
3,40,-1,17,147
3,41,-1,17,147
3,42,3,17,212
3,43,3,17,217
3,44,3,17,222
3,45,3,19,225
3,46,-1,19,225
3,47,-1,19,225
3,48,-1,19,225
3,49,-1,19,225
3,50,-1,19,225
3,51,-1,19,225
3,52,-1,19,225
3,53,-1,19,225
3,54,-1,19,225
3,55,-1,19,225
3,56,-1,19,225
3,57,-1,19,225
3,58,-1,19,225
3,59,-1,19,225
4,0,-1,19,225
4,1,-1,19,225
4,2,-1,19,225
4,3,-1,19,225
4,4,-1,19,225
4,5,-1,19,225
4,6,-1,19,225
4,7,-1,19,225
4,8,-1,19,225
4,9,-1,19,225
4,10,-1,19,225
4,11,-1,19,225
4,12,-1,19,225
4,13,-1,19,225
4,14,-1,19,225
4,15,-1,19,225
4,16,-1,19,225
4,17,-1,19,225
4,18,-1,19,225
4,19,-1,19,225
4,20,-1,19,225
4,21,-1,19,225
4,22,-1,19,225
4,23,-1,19,225
4,24,-1,19,225
4,25,-1,19,225
4,26,-1,19,225
4,27,7,22,137
4,28,7,22,142
4,29,7,22,147
4,30,-1,22,147
4,31,-1,22,147
4,32,-1,22,147
4,33,-1,22,147
4,34,-1,22,147
4,35,-1,22,147
4,36,-1,22,147
4,37,-1,22,147
4,38,-1,22,147
4,39,-1,22,147
4,40,-1,22,147
4,41,-1,22,147
4,42,3,22,212
